# cwtools guard baseline. Regenerate with scripts/corpus-guard.sh --bless
# corpus: Kaiserreich-4-Development @ a1ae37e35ba
# rules:  cwtools-hoi4-config/Config @ 46d5886
file,line,severity,code,message
common/autonomous_states/federated_state.txt,22,Warning,CW235,Modifier autonomy_manpower_share has value 0. Modifiers are additive so likely doesn't do anything
common/autonomous_states/french_colonial_government.txt,11,Warning,CW100,Localisation key RULE_DESC_IS_A_SUBJECT is not defined for any language
common/autonomous_states/governorates.txt,11,Warning,CW100,Localisation key RULE_DESC_IS_A_SUBJECT is not defined for any language
common/autonomous_states/governorates.txt,129,Warning,CW100,Localisation key RULE_DESC_IS_A_SUBJECT is not defined for any language
common/autonomous_states/governorates.txt,19,Warning,CW235,Modifier autonomy_manpower_share has value 0. Modifiers are additive so likely doesn't do anything
common/autonomous_states/governorates.txt,193,Warning,CW100,Localisation key RULE_DESC_IS_A_SUBJECT is not defined for any language
common/autonomous_states/governorates.txt,68,Warning,CW100,Localisation key RULE_DESC_IS_A_SUBJECT is not defined for any language
common/autonomous_states/oststaat.txt,11,Warning,CW100,Localisation key RULE_DESC_IS_A_SUBJECT is not defined for any language
common/autonomous_states/oststaat.txt,21,Warning,CW235,Modifier autonomy_manpower_share has value 0. Modifiers are additive so likely doesn't do anything
common/autonomous_states/oststaat_autonomous.txt,11,Warning,CW100,Localisation key RULE_DESC_IS_A_SUBJECT is not defined for any language
common/autonomous_states/oststaat_autonomous.txt,21,Warning,CW235,Modifier autonomy_manpower_share has value 0. Modifiers are additive so likely doesn't do anything
common/autonomous_states/ottoman_emirate.txt,11,Warning,CW100,Localisation key RULE_DESC_IS_A_SUBJECT is not defined for any language
common/autonomous_states/ottoman_emirate.txt,20,Warning,CW235,Modifier autonomy_manpower_share has value 0. Modifiers are additive so likely doesn't do anything
common/autonomous_states/ottoman_international_zone.txt,10,Warning,CW100,Localisation key RULE_DESC_IS_A_SUBJECT is not defined for any language
common/autonomous_states/slavic_union_member.txt,12,Warning,CW100,Localisation key RULE_DESC_IS_A_SUBJECT is not defined for any language
common/autonomous_states/special_autonomous_dependency.txt,12,Warning,CW100,Localisation key RULE_DESC_IS_A_SUBJECT is not defined for any language
common/autonomous_states/special_autonomous_dependency.txt,22,Warning,CW235,Modifier autonomy_manpower_share has value 0. Modifiers are additive so likely doesn't do anything
common/autonomous_states/union_republic.txt,10,Warning,CW100,Localisation key RULE_DESC_IS_A_SUBJECT is not defined for any language
common/autonomous_states/union_republic_autonomous.txt,10,Warning,CW100,Localisation key RULE_DESC_IS_A_SUBJECT is not defined for any language
common/bop/UPC.txt,163,Information,CW223,"NOT with multiple children acts as NOR (true only if every child is false). Make intent explicit: NOT = { OR = { ... } } for NOR, or NOT = { AND = { ... } } for NAND."
common/bop/UPC.txt,225,Information,CW223,"NOT with multiple children acts as NOR (true only if every child is false). Make intent explicit: NOT = { OR = { ... } } for NOR, or NOT = { AND = { ... } } for NAND."
common/bop/UPC.txt,292,Information,CW223,"NOT with multiple children acts as NOR (true only if every child is false). Make intent explicit: NOT = { OR = { ... } } for NOR, or NOT = { AND = { ... } } for NAND."
common/bop/UPC.txt,380,Information,CW223,"NOT with multiple children acts as NOR (true only if every child is false). Make intent explicit: NOT = { OR = { ... } } for NOR, or NOT = { AND = { ... } } for NAND."
common/bop/UPC.txt,432,Information,CW223,"NOT with multiple children acts as NOR (true only if every child is false). Make intent explicit: NOT = { OR = { ... } } for NOR, or NOT = { AND = { ... } } for NAND."
common/bop/UPC.txt,96,Information,CW223,"NOT with multiple children acts as NOR (true only if every child is false). Make intent explicit: NOT = { OR = { ... } } for NOR, or NOT = { AND = { ... } } for NAND."
common/buildings/00_buildings.txt,103,Warning,CW100,Localisation key supply_node is not defined for supply_node
common/buildings/00_buildings.txt,103,Warning,CW100,Localisation key supply_node_desc is not defined for supply_node
common/buildings/00_buildings.txt,120,Warning,CW100,Localisation key rail_way is not defined for rail_way
common/buildings/00_buildings.txt,120,Warning,CW100,Localisation key rail_way_desc is not defined for rail_way
common/buildings/00_buildings.txt,131,Warning,CW100,Localisation key naval_facility is not defined for naval_facility
